Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Cambodia,KHM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.242,41.366,41.526,41.71,41.893,42.083,42.298,42.486,42.55,42.369,41.566,39.699,36.676,32.667,28.04,23.595,20.317,18.907,19.725,22.744,27.536,33.342,39.157,44.173,48.025,50.563,51.916,52.587,52.999,53.302,53.595,53.916,54.228,54.514,54.82,55.189,55.653,56.212,56.862,57.604,58.432,59.335,60.283,61.241,62.186,63.088,63.927,64.697,65.394,66.014,66.56,67.043,67.48,67.888,68.273,68.637,68.977,69.289,69.57,
Kiribati,KIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.061,47.557,48.071,48.601,49.145,49.697,50.25,50.796,51.327,51.837,52.323,52.782,53.218,53.633,54.027,54.399,54.748,55.074,55.382,55.679,55.971,56.266,56.569,56.886,57.221,57.579,57.962,58.366,58.783,59.209,59.636,60.053,60.455,60.837,61.198,61.539,61.866,62.188,62.509,62.829,63.144,63.446,63.731,63.995,64.242,64.478,64.712,64.953,65.208,65.48,65.769,66.072,66.381,66.69,66.995,67.291,67.577,67.851,68.116,
St. Kitts and Nevis,KNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,63.9512195122,,,,,65.9512195122,,,,,67.9512195122,,,,,70.0363414634,,,,,71.3365853659,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.4155365854,56.0149756098,56.5123170732,56.9706097561,57.4409268293,57.9682926829,58.5751707317,59.2414634146,59.9446097561,60.6750243902,62.1634146341,62.612195122,63.0097560976,63.4073170732,63.8048780488,64.1536585366,64.5024390244,64.9,65.1975609756,65.5463414634,66.0463414634,66.5463414634,67.0951219512,67.5463414634,68.1951219512,68.7951219512,69.4463414634,69.9975609756,70.5487804878,71.0487804878,71.5975609756,72.0463414634,72.4975609756,72.9975609756,73.3975609756,73.7,74.1512195122,74.6024390244,75.0048780488,75.4097560976,75.9097560976,76.412195122,76.7658536585,77.2146341463,77.6658536585,78.1682926829,78.6682926829,79.1195121951,79.5170731707,79.9682926829,80.1170731707,80.5682926829,80.8195121951,81.2707317073,81.7219512195,82.0243902439,82.2756097561,82.6268292683,82.6268292683,
Kuwait,KWT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.343,60.099,60.841,61.565,62.265,62.934,63.566,64.158,64.713,65.231,65.715,66.169,66.602,67.02,67.426,67.824,68.217,68.602,68.977,69.342,69.693,70.028,70.344,70.64,70.914,71.167,71.398,71.61,71.805,71.985,72.15,72.3,72.435,72.556,72.666,72.764,72.852,72.931,73.004,73.074,73.142,73.21,73.28,73.355,73.439,73.538,73.66,73.807,73.976,74.162,74.358,74.55,74.728,74.885,75.019,75.13,75.224,75.311,75.398,
Latin America & Caribbean (excluding high income),LAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.6685131061,56.1531214235,56.6207329177,57.0723018695,57.5101512556,57.9394678202,58.3656301816,58.7931340263,59.2256061799,59.6646086762,60.1098001334,60.5586020264,61.0065855326,61.4484580222,61.8823187883,62.3078828364,62.7231314127,63.1314261551,63.5333243138,63.9293454187,64.320220024,64.7053763273,65.0866940649,65.4606937101,65.8321142018,66.2013894002,66.5696466182,66.9378878488,67.3030461042,67.6685345221,68.0316813291,68.3928427928,68.75095141,69.1033938132,69.4515434636,69.7952775675,70.1365178782,70.4758150139,70.8103742611,71.1405162166,71.4624243516,71.7716071261,72.0671524516,72.3445822888,72.6050695053,72.8492308063,73.077696076,73.2943430788,73.5015908031,73.7013661297,73.8941069976,74.0801940219,74.2591960531,74.4311589848,74.5983558937,74.7621985244,74.9237819665,75.0852039154,75.2460761224,
Lao PDR,LAO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.204,43.511,43.817,44.121,44.424,44.728,45.033,45.34,45.65,45.962,46.273,46.578,46.876,47.166,47.449,47.722,47.985,48.244,48.503,48.771,49.061,49.386,49.753,50.162,50.61,51.084,51.566,52.04,52.497,52.935,53.364,53.799,54.258,54.753,55.285,55.851,56.44,57.04,57.637,58.225,58.803,59.372,59.937,60.502,61.065,61.625,62.182,62.731,63.271,63.797,64.306,64.797,65.267,65.717,66.144,66.546,66.924,67.277,67.61,
Lebanon,LBN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.267,63.575,63.871,64.157,64.435,64.709,64.982,65.255,65.528,65.8,66.067,66.323,66.565,66.789,66.995,67.183,67.352,67.507,67.656,67.802,67.952,68.113,68.287,68.478,68.689,68.918,69.163,69.42,69.689,69.969,70.266,70.584,70.929,71.3,71.699,72.125,72.576,73.046,73.528,74.017,74.507,74.999,75.488,75.969,76.432,76.865,77.26,77.609,77.911,78.161,78.36,78.507,78.611,78.683,78.732,78.768,78.8,78.833,78.875,
Liberia,LBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,34.264,34.56,34.911,35.322,35.796,36.324,36.895,37.491,38.099,38.714,39.338,39.98,40.65,41.346,42.061,42.786,43.514,44.226,44.902,45.52,46.053,46.474,46.776,46.962,47.038,47.004,46.862,46.645,46.399,46.174,46.046,46.097,46.357,46.832,47.506,48.314,49.163,49.963,50.657,51.234,51.734,52.236,52.826,53.554,54.422,55.393,56.4,57.365,58.229,58.971,59.6,60.146,60.663,61.186,61.723,62.269,62.802,63.295,63.73,
Libya,LBY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.609,44.211,45.833,47.415,48.914,50.303,51.581,52.778,53.921,55.011,56.052,57.046,57.995,58.902,59.77,60.6,61.393,62.15,62.869,63.548,64.185,64.771,65.306,65.793,66.235,66.644,67.03,67.405,67.775,68.141,68.503,68.85,69.175,69.469,69.732,69.965,70.169,70.352,70.522,70.684,70.852,71.038,71.244,71.466,71.693,71.902,72.063,72.155,72.174,72.129,72.044,71.956,71.901,71.907,71.981,72.121,72.311,72.52,72.724,
St. Lucia,LCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.739,57.589,58.428,59.246,60.035,60.781,61.471,62.099,62.67,63.188,63.667,64.124,64.578,65.04,65.515,65.997,66.478,66.94,67.374,67.775,68.144,68.484,68.803,69.11,69.407,69.698,69.985,70.266,70.54,70.81,71.074,71.335,71.592,71.843,72.087,72.323,72.547,72.759,72.958,73.144,73.319,73.486,73.648,73.808,73.966,74.122,74.276,74.426,74.571,74.712,74.852,74.993,75.138,75.286,75.44,75.596,75.752,75.907,76.057,
Latin America & Caribbean,LCN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.0776667827,56.5493231745,57.0052752427,57.4466558749,57.875291355,58.2963737648,58.7150605686,59.1355048131,59.5615483705,59.994828414,60.4354479688,60.8811398219,61.3273405377,61.7689478808,62.2035502914,62.6305104999,63.0478247951,63.4582447979,63.8623008504,64.2600022677,64.6518379294,65.0370089818,65.4172481454,65.7896452928,66.1581780943,66.5232892028,66.8858843249,67.2467997912,67.6039392791,67.9601946591,68.3137257292,68.6652152102,69.013873159,69.3581205482,69.6989381497,70.0363899748,70.3722822186,70.7066480161,71.0367825338,71.3626534102,71.6873950721,71.9931457265,72.2876652803,72.5622834165,72.8192291598,73.0605387483,73.2874998549,73.5017976765,73.7041848083,73.9042178299,74.097251301,74.2831448266,74.4614890509,74.6328307449,74.799069081,74.9617220947,75.1220587349,75.2821359218,75.4409154861,
Least developed countries: UN classification,LDC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,40.3074848433,40.7699860341,41.2332267066,41.6955188907,42.1517970856,42.5867424199,42.9810854703,43.3235947688,43.6110645064,43.8498891297,44.0590108255,44.2657343496,44.4975274187,44.7751480334,45.1115326285,45.5150339423,45.9851157044,46.5006256081,47.0333606077,47.5597686293,48.0638163734,48.5432090413,49.0053366638,49.4539086566,49.8861587895,50.2910728478,50.6553661534,50.974405443,51.2509213367,51.4964030155,51.732727801,51.9859824523,52.272967962,52.5967256693,52.9496611396,53.3246670966,53.7194418501,54.1322050619,54.5620500789,55.0104312751,55.47978615,55.9757326969,56.502748158,57.0610826612,57.646781536,58.2557047783,58.8831050957,59.5202785607,60.156645269,60.7830146674,61.3889337013,61.9674251208,62.5153454783,63.0304963508,63.5090606515,63.9477769646,64.3457714393,64.7077302182,65.0396241213,
Low income,LIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,39.7247700395,40.1627192787,40.5948612175,41.0304334938,41.4768482682,41.9380384413,42.4140174926,42.8974354618,43.3814996196,43.8614839921,44.3337915728,44.7967459002,45.2489573715,45.6877616297,46.1108382212,46.5151122587,46.8981157109,47.2618608544,47.6112363668,47.951049328,48.286912271,48.6239071952,48.9626129071,49.2997237799,49.6295590872,49.9385078359,50.2097533887,50.4309531639,50.5996281851,50.7280654947,50.8398062186,50.9632477912,51.1189271418,51.3086301526,51.5198343895,51.7505468935,52.012872526,52.3203300014,52.6817377855,53.1012689198,53.5784738045,54.110883682,54.6905106056,55.3089935984,55.958548718,56.6284186075,57.3097196768,57.9905109647,58.6549521699,59.2882699624,59.8816507172,60.4345736155,60.9544299738,61.4471443122,61.9129460236,62.3505613015,62.7586367116,63.1388930063,63.4963387504,
Liechtenstein,LIE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.4219512195,77.3902439024,76.8365853659,76.0463414634,77.7463414634,79.1097560976,76.8268292683,79.2756097561,79.6365853659,79.9609756098,81.7707317073,80.6682926829,80.9487804878,81.2951219512,82.6829268293,81.5,81.8414634146,81.7926829268,82.3829268293,82.2609756098,82.0731707317,82.656097561,82.2585365854,83.7463414634,83.0414634146,
Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.369,59.769,60.177,60.611,61.078,61.579,62.104,62.631,63.144,63.634,64.097,64.528,64.934,65.321,65.694,66.067,66.459,66.874,67.308,67.751,68.171,68.529,68.801,68.975,69.057,69.079,69.086,69.121,69.209,69.352,69.509,69.62,69.639,69.557,69.403,69.259,69.237,69.419,69.845,70.503,71.333,72.233,73.085,73.799,74.337,74.695,74.904,75.037,75.157,75.286,75.439,75.614,75.796,75.974,76.147,76.316,76.482,76.648,76.812,
Lower middle income,LMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.1189162446,45.6995906871,46.2726094588,46.8373865378,47.3918657728,47.9276118688,48.4355893793,48.910056963,49.3520259139,49.7672581233,50.1703106367,50.5817430277,51.017160431,51.4857237849,51.9887815473,52.5233125166,53.0799311324,53.63938242,54.1846897988,54.7040464544,55.1876881974,55.6345398066,56.0511223499,56.445190134,56.8199932246,57.1796587364,57.5289949192,57.8886878976,58.2275974514,58.5751723332,58.9179528308,59.2418318874,59.5697750363,59.8874154078,60.1989603811,60.5016650145,60.8286542422,61.1573595474,61.4883499314,61.7944187093,62.1035417261,62.4322470044,62.776474721,63.1230598386,63.4822161862,63.8517452691,64.2424736269,64.6461677918,65.0550541925,65.4816075163,65.9036889912,66.3034947837,66.6775633004,67.03165977,67.3588283079,67.6589221772,67.9371208629,68.1932685252,68.4224690868,
Low & middle income,LMY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.08134468,47.5965880991,48.1932579095,48.8984823855,49.718044187,50.619543893,51.5565795226,52.4798466147,53.3519374129,54.1432787564,54.8703687235,55.5214318055,56.1144293862,56.690392488,57.24964322,57.7634885224,58.2734749008,58.7560310088,59.2129631767,59.6237415811,60.0161074229,60.3880039543,60.7500737683,61.0735996236,61.3723041218,61.6991507015,62.0499257349,62.3338071409,62.5919265124,62.8266880552,63.0466767798,63.2648887643,63.4153394618,63.5664053662,63.7738686571,64.0098351659,64.2960266516,64.5965974069,64.8664806656,65.1034909675,65.3750003212,65.6600147127,65.9497936547,66.2492487094,66.5708293434,66.8876142465,67.2485232376,67.6083650956,67.9592712023,68.330055523,68.6792381595,69.0378539902,69.372867304,69.6972526405,69.9952558189,70.2772057118,70.5390374627,70.787836272,70.9988075945,
Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.919,48.162,48.383,48.59,48.797,49.015,49.254,49.523,49.829,50.18,50.584,51.048,51.565,52.129,52.731,53.367,54.03,54.709,55.39,56.058,56.702,57.319,57.901,58.437,58.91,59.309,59.632,59.868,60,60.003,59.837,59.464,58.868,58.05,57.022,55.782,54.334,52.728,51.034,49.328,47.691,46.197,44.898,43.845,43.083,42.658,42.595,42.854,43.384,44.146,45.1,46.207,47.416,48.663,49.891,51.038,52.059,52.947,53.705,
Late-demographic dividend,LTE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.2472966442,50.7473911179,51.3867573467,52.2578209227,53.3628626162,54.665254565,56.0404974925,57.3966239211,58.6819258974,59.7861717196,60.7699211169,61.5948243908,62.3242005942,62.9981414631,63.6532531707,64.1928083286,64.750290489,65.2668135769,65.7455654929,66.1611073402,66.5498632249,66.9481373678,67.31861066,67.6038205775,67.8358022858,68.1293692241,68.4848005002,68.6779234775,68.8482963827,68.9593122118,69.0643651112,69.1577878847,69.1561572357,69.143902115,69.2571009487,69.4634804822,69.7721179105,70.0964589084,70.3925979061,70.6189869024,70.9039654352,71.2119132565,71.4998187178,71.7940485244,72.1180252172,72.4018929019,72.7565683728,73.082977801,73.3772273037,73.703373143,73.9822581955,74.3195217174,74.6098767486,74.9167927738,75.1994828691,75.4712131373,75.7455760446,76.0141534597,76.224438896,
Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.8473170732,70.1026829268,69.0953658537,70.2043902439,71.5090243902,71.3251219512,71.5202439024,71.603902439,71.3136585366,70.9285365854,70.8043902439,71.7353658537,71.0246341463,71.332195122,71.2441463415,70.8673170732,70.9580487805,70.8095121951,70.6046341463,70.482195122,70.482195122,70.4607317073,70.8368292683,70.777804878,70.32,70.5012195122,72.0807317073,71.9346341463,71.762195122,71.4253658537,71.1607317073,70.3641463415,70.2343902439,68.9104878049,68.5302439024,69.0063414634,70.1080487805,70.9090243902,71.2195121951,71.5707317073,72.0195121951,71.6585365854,71.7609756098,72.0609756098,71.9609756098,71.2536585366,71.056097561,70.9,71.812195122,72.9146341463,73.2682926829,73.5634146341,73.8634146341,73.9146341463,74.5170731707,74.3219512195,74.6707317073,75.4804878049,75.6804878049,
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.4463902439,68.7377317073,68.9981219512,69.2230731707,69.4110487805,69.5610243902,69.6744634146,69.7613414634,69.8351463415,69.9048536585,69.9834634146,70.0814390244,70.2053170732,70.3581707317,70.5425609756,70.7576097561,70.9985121951,71.2562926829,71.5224634146,71.7944634146,72.0726097561,72.3576829268,72.6534634146,72.9588780488,73.2719268293,73.5857560976,73.8946097561,74.1937560976,74.4803414634,74.7524146341,75.0104146341,75.4634146341,75.7707317073,75.712195122,76.3707317073,76.512195122,76.5195121951,76.8804878049,77.0170731707,77.7707317073,77.8731707317,77.8243902439,77.9658536585,77.7268292683,79.1219512195,79.4317073171,79.287804878,79.3829268293,80.5390243902,80.6365853659,80.6317073171,80.987804878,81.3926829268,81.8,82.2292682927,82.2926829268,82.6853658537,82.0951219512,82.2951219512,
Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.7868292683,70.0324390244,69.4304878049,69.8290243902,71.0280487805,70.7265853659,70.7073170732,70.393902439,70.0429268293,69.7968292683,69.8353658537,70.1646341463,69.8787804878,69.8134146341,69.7409756098,68.9253658537,69.047804878,69.1046341463,68.987804878,68.4956097561,68.8085365854,68.7863414634,69.3282926829,69.1190243902,69.1629268293,69.2914634146,70.6224390244,70.6929268293,70.6153658537,70.1553658537,69.2731707317,69.0324390244,68.396097561,66.7226829268,65.6643902439,66.3912195122,68.7765853659,69.3492682927,69.012195122,69.7429268293,70.3146341463,70.7609756098,70.9609756098,71.2658536585,72.0268292683,71.356097561,70.8658536585,71.0195121951,72.4195121951,73.0804878049,73.4829268293,73.5756097561,73.7780487805,73.9829268293,74.1243902439,74.4804878049,74.5804878049,74.6292682927,74.7829268293,
"Macao SAR, China",MAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.828,65.301,65.757,66.199,66.629,67.055,67.486,67.928,68.388,68.865,69.36,69.869,70.384,70.897,71.4,71.887,72.352,72.793,73.209,73.602,73.974,74.33,74.677,75.02,75.362,75.702,76.036,76.363,76.68,76.99,77.296,77.607,77.926,78.253,78.588,78.925,79.256,79.573,79.872,80.15,80.407,80.645,80.87,81.089,81.304,81.523,81.748,81.981,82.22,82.462,82.704,82.938,83.158,83.361,83.543,83.707,83.854,83.989,84.118,
St. Martin (French part),MAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,73.2195121951,72.7682926829,72.9195121951,72.6682926829,73.5195121951,73.6707317073,74.2707317073,74.3219512195,74.5219512195,75.9243902439,75.4243902439,75.5731707317,75.8219512195,75.9707317073,76.1707317073,76.3707317073,76.5707317073,76.7707317073,76.9707317073,77.1707317073,77.3707317073,77.5707317073,77.7219512195,77.8707317073,78.0707317073,78.2219512195,78.3707317073,78.5707317073,78.7219512195,78.8707317073,79.0219512195,79.1707317073,79.3219512195,79.4707317073,79.6219512195,79.7219512195,79.8707317073,
Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.458,48.88,49.307,49.738,50.168,50.593,51.009,51.413,51.808,52.195,52.572,52.94,53.305,53.676,54.066,54.492,54.976,55.525,56.142,56.823,57.56,58.339,59.139,59.936,60.717,61.469,62.188,62.877,63.535,64.157,64.732,65.251,65.715,66.128,66.501,66.846,67.175,67.508,67.86,68.245,68.684,69.193,69.769,70.399,71.067,71.746,72.403,73.009,73.546,74.003,74.382,74.696,74.97,75.227,75.477,75.726,75.974,76.218,76.453,
Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.995,62.367,62.743,63.122,63.496,63.856,64.186,64.476,64.718,64.908,65.045,65.134,65.186,65.213,65.221,65.209,65.172,65.111,65.037,64.971,64.951,65.022,65.205,65.499,65.887,66.33,66.772,67.156,67.44,67.605,67.643,67.563,67.408,67.221,67.03,66.867,66.761,66.722,66.752,66.852,67.006,67.185,67.362,67.521,67.665,67.82,68.022,68.302,68.671,69.119,69.616,70.119,70.581,70.968,71.267,71.478,71.617,71.717,71.808,
Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,39.962,40.444,40.924,41.401,41.876,42.351,42.828,43.31,43.796,44.283,44.771,45.257,45.735,46.203,46.656,47.094,47.517,47.926,48.317,48.683,49.005,49.26,49.442,49.56,49.634,49.694,49.781,49.932,50.176,50.53,51.003,51.595,52.278,53.022,53.808,54.616,55.43,56.239,57.028,57.782,58.485,59.129,59.717,60.256,60.752,61.212,61.65,62.079,62.509,62.944,63.388,63.836,64.28,64.713,65.133,65.539,65.931,66.311,66.681,
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,37.343,37.936,38.56,39.209,39.878,40.56,41.252,41.954,42.669,43.397,44.142,44.908,45.7,46.52,47.368,48.25,49.167,50.116,51.087,52.069,53.046,53.998,54.913,55.787,56.621,57.424,58.213,59.008,59.823,60.664,61.529,62.413,63.302,64.185,65.059,65.923,66.784,67.644,68.501,69.348,70.173,70.964,71.708,72.399,73.034,73.612,74.138,74.621,75.073,75.499,75.905,76.293,76.664,77.018,77.36,77.691,78.013,78.325,78.627,
Middle East & North Africa,MEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.4416442089,47.5470271948,48.1430192859,48.231197282,48.8261094695,49.419873683,50.4807957102,51.039252513,51.5886109543,52.1478739644,52.7325431583,53.3571616895,53.9967117468,54.7071211207,55.4240291211,56.1367485736,56.805570254,57.3721328378,57.8543955974,58.2623872641,58.6371636601,59.0359024571,59.502747639,60.0930756952,60.8008351988,61.616092489,62.4880821236,63.3829280864,64.2194938076,65.0412536548,65.7699851792,66.391315259,66.8867469117,67.3878833283,67.8317207297,68.2540327587,68.6267240443,68.9587907977,69.2753261702,69.5863100138,69.8872564913,70.1860593845,70.4700171112,70.7515442763,71.0375704489,71.3100307008,71.5849397528,71.8413030547,72.0913338239,72.3259941143,72.5391833456,72.7374938721,72.9316561918,73.1323793117,73.3264170376,73.5148448538,73.710820262,73.8999082784,74.0889092567,
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.077,57.668,58.193,58.656,59.069,59.447,59.807,60.165,60.536,60.932,61.362,61.829,62.327,62.845,63.378,63.922,64.467,65.009,65.54,66.055,66.553,67.031,67.493,67.942,68.38,68.809,69.232,69.649,70.062,70.469,70.866,71.248,71.61,71.953,72.279,72.598,72.925,73.268,73.625,73.988,74.34,74.658,74.922,75.118,75.243,75.3,75.296,75.255,75.194,75.128,75.065,75.011,74.966,74.93,74.908,74.904,74.917,74.947,74.992,
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.1414634146,,,,,,,,,,,,67.5048780488,65.2390243902,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.5846816449,48.1101718516,48.7202127282,49.4435751575,50.2889615285,51.2212937569,52.1905355907,53.1454236093,54.0458225387,54.8600249107,55.6059922143,56.2712491413,56.8757754841,57.4634283785,58.0348847906,58.5599030744,59.0829608846,59.5786183111,60.0479225659,60.46824754,60.8689948086,61.2468956166,61.6138565574,61.9397478721,62.2401872917,62.5729269547,62.9345788143,63.2284600033,63.4995194164,63.7498058937,63.9865219779,64.2206098839,64.3843016972,64.5450623725,64.7651599556,65.0143527695,65.3149934718,65.6254857226,65.9019731147,66.136678632,66.4028734633,66.6812224077,66.9607542219,67.2472361313,67.5545629951,67.8540504868,68.2000804645,68.5443074296,68.8793410441,69.2381614472,69.576134537,69.9275495614,70.2555233026,70.5739787065,70.865844667,71.142927443,71.4008606875,71.647366852,71.8546143977,
North Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.633,61.259,61.87,62.469,63.06,63.642,64.216,64.775,65.313,65.824,66.301,66.736,67.128,67.474,67.773,68.02,68.212,68.355,68.462,68.549,68.64,68.764,68.936,69.162,69.442,69.76,70.094,70.414,70.7,70.945,71.152,71.331,71.502,71.68,71.871,72.08,72.309,72.55,72.795,73.038,73.267,73.47,73.642,73.781,73.892,73.986,74.08,74.19,74.324,74.484,74.662,74.846,75.019,75.171,75.299,75.406,75.498,75.589,75.688,
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,28.199,28.345,28.535,28.782,29.097,29.489,29.959,30.496,31.086,31.72,32.388,33.078,33.782,34.493,35.205,35.921,36.645,37.385,38.142,38.909,39.677,40.435,41.173,41.879,42.545,43.17,43.759,44.315,44.838,45.323,45.746,46.076,46.305,46.445,46.52,46.573,46.658,46.823,47.103,47.515,48.069,48.758,49.54,50.373,51.224,52.057,52.839,53.553,54.193,54.756,55.251,55.701,56.135,56.578,57.036,57.509,57.987,58.452,58.893,
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.4332439024,69.6143902439,69.7706585366,69.9199512195,70.0757317073,70.2479268293,70.4410487805,70.6480731707,70.8630487805,71.0829512195,71.3052926829,71.5225365854,71.7312439024,71.9274390244,72.111195122,72.281097561,72.4367804878,72.583804878,72.7321219512,72.891195122,73.0778536585,73.310902439,73.5981463415,73.94,74.3309756098,74.7581463415,75.204195122,75.6448292683,76.0626585366,76.4452682927,76.7860731707,77.0844634146,77.350804878,77.5934878049,77.8175365854,77.2902439024,77.3414634146,77.7390243902,77.587804878,77.5,78.3487804878,78.843902439,78.7390243902,78.5463414634,79.2536585366,79.3,79.4390243902,79.7926829268,79.6365853659,80.2414634146,81.3975609756,80.7463414634,80.7463414634,81.7463414634,82.0463414634,81.8975609756,82.4536585366,82.3463414634,82.4487804878,
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.381,42.961,43.567,44.215,44.907,45.63,46.357,47.055,47.698,48.279,48.796,49.258,49.686,50.098,50.503,50.907,51.312,51.714,52.113,52.511,52.91,53.315,53.726,54.14,54.556,54.97,55.375,55.768,56.144,56.505,56.849,57.18,57.504,57.823,58.141,58.46,58.78,59.101,59.422,59.744,60.063,60.377,60.685,60.989,61.294,61.607,61.938,62.294,62.678,63.089,63.525,63.983,64.453,64.921,65.378,65.81,66.205,66.558,66.867,
Middle East & North Africa (excluding high income),MNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.3631075668,46.9639999365,47.5582129179,48.1491165299,48.7399159057,49.3275271902,49.9065763337,50.4739730509,51.0311709317,51.5840313613,52.149210867,52.7482088519,53.3899142423,54.0714281086,54.7791873467,55.4752763219,56.1120746009,56.6594074381,57.1098585631,57.4773629303,57.809391978,58.1715085956,58.6240816684,59.205743274,59.9237626238,60.7630986272,61.6850169504,62.6252879082,63.5287260214,64.3646559399,65.1362874574,65.7821115219,66.3489354372,66.8547289594,67.3072546426,67.7142722746,68.0839400029,68.4251378432,68.745789527,69.0532087412,69.3546938483,69.6539582446,69.9498826812,70.2413593255,70.5296581458,70.8130180491,71.087306509,71.3476438283,71.588615867,71.809859373,72.0147008774,72.210868611,72.4050204425,72.6023090403,72.8011524599,73.0002961166,73.1982110954,73.3942702537,73.5873582149,
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.82,64.508,65.181,65.827,66.438,67.022,67.593,68.169,68.756,69.348,69.929,70.476,70.968,71.392,71.748,72.041,72.286,72.504,72.714,72.922,73.13,73.334,73.524,73.693,73.843,73.981,74.116,74.255,74.395,74.526,74.627,74.669,74.634,74.519,74.334,74.099,73.845,73.607,73.416,73.287,73.228,73.233,73.285,73.37,73.486,73.642,73.85,74.115,74.43,74.784,75.151,75.505,75.823,76.089,76.297,76.452,76.568,76.667,76.77,
Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.392,49.304,50.185,51.012,51.771,52.461,53.098,53.702,54.285,54.845,55.364,55.819,56.192,56.477,56.676,56.796,56.848,56.86,56.861,56.875,56.936,57.074,57.295,57.595,57.968,58.392,58.836,59.266,59.655,59.992,60.268,60.486,60.67,60.841,61.015,61.211,61.447,61.73,62.063,62.446,62.869,63.319,63.777,64.23,64.671,65.103,65.538,65.985,66.447,66.916,67.38,67.818,68.217,68.566,68.863,69.111,69.321,69.509,69.689,
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
